,voted
50305,1
23039,0
37235,0
36053,0
5222,1
10969,0
8576,1
3318,1
36448,0
15528,1
4029,1
40639,0
38475,0
10167,0
32463,0
26589,0
15389,1
13184,1
21661,1
3945,1
19541,0
29122,1
36291,0
43931,0
32974,1
54074,1
15395,0
11724,0
31470,0
44571,1
10228,1
23537,1
26954,1
12695,0
24819,0
47903,1
54585,0
20627,1
10855,0
51280,1
16159,1
22274,1
31365,0
40841,0
21855,1
6812,0
1329,0
26669,1
30974,0
30614,0
33168,1
6552,0
18714,0
52445,0
1076,1
18698,0
33860,1
16010,1
43856,0
44589,0
15003,1
21625,1
4328,0
3895,1
46463,1
25344,0
25996,1
50731,1
12730,1
16628,0
24783,0
46517,1
7840,0
46569,0
35505,0
42733,1
43443,0
38070,0
18921,0
34172,1
51658,0
24003,1
53572,1
30096,0
37302,0
32923,1
8983,1
10835,1
40653,0
54668,0
23310,0
5052,1
9694,1
31247,0
5702,1
52349,0
20656,0
50093,1
52789,1
46355,0
45905,0
26358,1
24226,1
34372,0
21651,1
15537,0
31544,0
27485,1
16944,1
19844,1
52869,0
12232,1
26100,1
39748,1
46560,1
6908,0
48748,0
36428,1
12080,1
6426,1
139,1
30854,1
28250,0
21066,1
20139,1
9662,1
38296,0
53400,0
52454,0
37658,0
17355,0
5959,1
23213,1
33289,0
53186,0
3267,1
13461,1
31760,1
21693,1
27083,1
7504,0
39726,1
51660,0
46207,1
52481,0
50994,1
12062,1
5595,0
4229,1
17067,0
35181,1
22562,1
30985,0
17273,1
26531,1
25803,0
6570,1
9253,1
31861,1
15340,1
16503,0
22113,1
44234,1
37613,0
20031,1
4819,0
36642,0
50948,1
34859,0
18326,0
21266,1
48476,1
40879,1
39403,0
38732,0
33130,1
29907,1
14303,0
15750,1
35747,0
40214,0
23908,1
54587,0
3634,0
21054,1
33465,0
16669,0
19716,1
14350,0
51020,0
35461,1
6592,0
41091,0
22087,1
8696,1
1558,1
53068,0
12398,1
23591,1
22219,0
11960,1
5872,0
28102,0
28678,1
7486,0
40170,1
16136,0
45973,1
37776,0
54577,0
883,1
35898,1
44792,1
6837,1
45277,0
22291,0
531,0
29758,1
10013,0
24430,0
6195,1
32569,0
13090,1
29834,0
26016,0
14869,1
51057,0
1070,0
52978,0
12678,1
7000,0
41375,0
46174,0
50411,1
38885,0
13220,1
39486,1
5715,1
24238,1
26463,1
8118,0
33468,1
30110,1
17397,0
15817,0
8214,0
25017,0
54714,0
38115,0
13056,1
11538,1
49508,1
25463,0
35192,1
49875,1
52968,0
35741,1
47552,0
47325,0
38818,1
7666,1
7806,1
11434,1
40825,0
41478,0
31935,0
17552,0
1077,1
50540,1
26419,0
41032,1
15501,1
4431,1
42082,1
14091,1
10536,0
52151,0
13015,1
33880,0
53757,1
50615,1
19440,1
4983,1
49518,0
32037,1
2697,1
10927,0
38178,1
27152,0
34479,1
14071,1
19195,1
31002,1
10770,1
53347,0
28963,1
40464,1
29792,1
54352,0
18822,1
53706,1
34251,1
18574,1
50063,1
40521,0
37575,1
35225,0
10157,1
10218,0
29633,1
31710,1
31955,0
7230,1
47315,1
32168,1
40915,1
6317,0
32642,0
41300,0
3649,0
30200,1
46882,0
7894,1
42714,0
39156,1
5725,0
38752,1
27740,1
39535,0
22702,1
40953,0
22356,0
44212,0
30216,0
39741,1
16712,0
5069,0
25521,0
45138,1
32028,0
48790,1
30147,0
28155,1
48617,1
10025,1
28232,1
18661,1
22758,1
4112,0
4994,1
50106,0
39099,1
11272,1
21392,1
45857,1
43430,1
34338,0
12529,1
44283,1
42974,1
8589,0
52800,1
21394,1
28090,0
14286,1
48687,1
54557,0
18263,0
29104,0
36035,0
32609,0
43470,0
53408,0
28119,1
23138,0
25691,1
13251,1
38574,1
43397,0
26770,0
42801,1
33712,1
25838,1
16070,0
21416,0
42187,0
44218,1
35341,0
38449,0
15635,0
17695,1
5140,0
789,0
30670,0
47221,0
5486,0
5596,1
348,1
51939,1
30102,0
28642,1
11159,1
43938,0
45870,0
20974,1
30073,0
49592,1
19958,1
47868,1
53960,1
4230,1
5054,0
49701,1
15824,0
2583,0
26960,0
46178,1
23904,1
15294,1
30018,0
17081,1
36177,0
33580,0
44978,0
22846,0
39121,1
11153,1
8849,0
18210,0
46920,1
43274,0
11297,1
20087,0
51030,0
25835,1
54619,0
2936,1
51589,1
28187,0
50895,1
9137,1
38990,1
42658,0
40367,1
40317,0
6008,1
20928,1
46055,1
35496,0
9879,0
20510,0
30024,0
18390,1
21727,1
32034,1
10799,0
11503,1
34679,0
32992,0
33129,0
27895,0
23999,1
18810,1
35813,1
49296,1
36348,0
15996,0
31462,0
54634,0
15770,0
42475,0
34316,0
39372,1
46437,1
9950,1
13527,1
54613,0
49127,1
21772,0
28071,1
2907,1
44705,0
53898,1
6417,0
44999,1
32971,1
22453,0
2672,0
11268,1
39810,0
29278,0
23633,1
7020,0
42321,0
17088,1
20690,0
7562,1
45356,1
53981,0
21417,1
34239,1
50697,1
37517,1
53006,1
45250,0
39540,1
42440,0
47983,1
21498,0
18704,0
13037,0
39094,1
22395,0
35935,1
23428,1
42355,1
33498,0
21463,1
24523,0
13772,1
27747,1
17340,1
46272,1
45289,0
23826,0
28674,0
20176,0
15036,0
19261,1
41285,0
51729,0
33804,1
7559,0
46426,0
41433,0
25115,0
23072,1
17576,0
53277,1
8706,1
45559,1
15883,0
25159,1
51664,0
13720,1
565,0
15123,0
34980,1
49689,1
3053,0
45965,1
16684,0
3342,0
2006,0
36942,0
23012,1
17474,0
36770,0
6240,0
20934,0
42773,1
48081,1
7334,1
19983,0
33272,0
26816,1
44700,1
16766,0
14803,0
3892,0
32813,0
44603,1
5575,1
48392,1
33376,0
15437,1
45641,1
9704,1
22069,0
38376,0
38454,0
6360,0
45188,1
38700,0
9818,1
9608,1
43888,0
39744,0
43957,0
33872,1
14706,1
42562,1
6562,1
52016,1
29244,1
39418,1
19733,1
1275,1
23014,1
14066,0
37867,1
6776,1
1935,1
20121,1
52215,0
11623,1
38181,0
3261,1
44138,0
15309,1
1692,1
39268,1
51828,0
4834,0
5396,0
46512,1
14187,1
28113,1
32805,0
17867,0
38353,0
1291,0
14861,1
38871,1
1245,0
34665,0
9506,0
24470,1
30607,1
34242,1
32660,1
37695,0
26754,0
24869,1
14448,1
27170,0
30977,0
13983,1
6847,1
43830,1
16822,0
40208,1
47282,0
2317,0
37922,1
34022,1
11074,0
37862,1
38185,1
46893,0
24970,1
48379,0
12155,1
17504,1
31887,1
41154,0
34323,1
24969,1
41286,0
13194,1
24384,1
32275,0
8705,1
32249,0
45798,1
24205,1
16723,0
35444,1
41966,0
10981,1
10405,1
36098,1
49577,1
26129,0
47797,0
5395,0
12262,1
9510,0
12745,1
33408,1
1118,1
23123,0
39663,0
29974,1
9890,1
16226,1
23767,0
40629,1
49991,1
5076,1
20225,1
44826,1
18392,0
34569,1
13490,1
28912,0
25006,0
33848,1
30197,1
11800,0
18438,0
51667,0
22093,0
53866,0
53349,1
43591,0
34056,1
46110,1
29539,1
33114,0
466,1
25591,0
4694,0
31586,0
41843,0
29088,1
16042,0
15133,0
47928,1
53931,1
37692,0
22242,1
15350,0
48295,1
26036,0
24024,1
1427,1
34736,0
37457,1
23611,1
44308,1
42101,0
40971,0
11200,1
51185,0
13594,1
34076,1
14799,0
18490,0
14483,1
42110,1
46005,0
37504,0
44695,1
50415,1
12565,1
30887,0
42093,1
5530,0
32157,1
39565,0
36047,0
50231,1
43078,1
3151,0
52420,1
13874,1
22873,1
26825,0
31444,0
11901,0
51604,0
8333,1
23839,0
17595,0
12863,0
25863,0
28520,0
26580,1
22199,1
17484,1
27186,0
16245,1
35202,0
1572,1
13121,1
25493,0
526,1
32638,1
9122,0
42035,1
28153,1
2404,0
31992,0
19448,1
49848,1
38101,1
30382,0
48677,0
10204,1
13789,1
1589,0
4459,1
16412,1
38033,1
20056,1
31607,0
4323,1
27135,1
21609,1
13383,0
47776,1
12772,1
31064,1
48631,1
9259,1
18069,0
226,0
47488,1
32802,1
8965,1
54320,0
42647,1
51191,1
33576,0
28919,0
9306,1
23947,1
41167,0
32825,0
16432,1
22692,1
12378,0
16431,1
50474,1
28422,1
7942,1
4083,1
8935,1
21201,1
14117,0
28424,0
1517,0
51407,0
25271,1
12233,1
19496,1
2198,1
14635,1
41901,0
14466,0
19990,1
31332,1
33859,1
21374,0
21206,1
8730,1
11369,0
25498,0
16521,1
12920,1
48580,1
42970,0
41757,1
54018,0
24784,1
23404,0
2144,1
38677,1
6572,1
41750,1
39215,1
15984,1
1109,0
47772,0
28212,1
36418,0
13,0
26554,0
25686,0
13219,1
3511,1
4828,0
9070,0
4145,1
39095,0
9886,0
48211,1
13433,1
28170,1
26334,0
43863,0
33233,0
42244,1
11722,1
26997,1
29530,1
15626,0
49262,0
8657,0
50101,1
29485,1
5898,1
2494,1
25550,0
25551,1
16754,1
14685,1
48928,0
4064,0
5892,1
34426,0
40613,0
41614,0
51786,1
33814,1
25426,0
49541,1
20696,1
4882,1
46872,0
18827,0
25692,1
13340,1
7359,1
40223,0
29746,0
10726,0
32064,1
41199,1
50877,1
13751,0
50706,1
8574,0
21449,1
4269,1
7907,1
2186,0
14048,0
3443,0
47832,0
8930,1
5137,0
15211,0
35220,0
24393,0
12239,1
6573,0
16167,1
39041,0
38857,1
29322,0
44723,1
25005,0
34279,0
31651,0
13288,0
22116,1
17291,0
40611,0
48603,1
11986,0
7804,1
27018,0
45165,0
21786,0
16207,1
3146,0
40027,0
27130,0
23524,1
25113,0
40858,1
48972,0
44831,1
25930,1
15061,0
38713,1
3754,1
35279,0
3196,1
6845,0
8356,0
28898,1
2390,1
24810,0
48518,1
42830,0
28736,1
45873,1
28151,0
46245,0
10636,0
13598,0
29215,1
40625,1
39690,0
43416,0
43718,1
12907,1
26564,1
42826,1
19674,1
37123,0
45218,0
12675,1
10016,1
11874,0
3904,1
9937,0
21357,1
50776,1
26524,1
47343,1
11815,1
18746,0
27214,0
10014,1
51979,1
25715,1
42810,1
20420,1
2167,1
16854,0
10503,1
43427,0
53824,0
23923,1
37831,0
12833,0
25251,1
30309,0
41295,1
24633,0
1037,1
1095,1
21337,1
50318,1
6189,1
8095,0
13981,1
39112,0
15344,0
19431,0
11755,1
8185,1
10080,1
8909,1
7467,0
39646,0
15104,1
394,1
32809,1
29704,0
14820,1
30294,0
42290,0
23102,1
53268,0
25036,1
39874,0
7892,0
2906,1
34215,1
39695,1
52504,0
8305,0
21481,0
9836,0
38233,1
5003,0
4832,0
22769,0
14655,1
34189,1
26303,0
53424,1
6395,1
44440,1
4687,1
43684,1
1831,1
11090,1
950,0
10160,1
39151,0
26618,1
50225,1
10923,1
18879,1
50367,1
26572,1
31455,0
37112,1
11486,1
704,1
12995,1
15776,0
18964,1
6742,1
28408,1
10876,0
53783,1
16961,1
39038,0
27535,1
35131,1
31581,0
38297,0
22791,0
54463,0
21945,1
31475,1
49118,0
18405,1
47586,0
2951,0
28077,1
1762,1
3853,1
16492,0
18239,0
48606,1
43247,1
46615,0
14129,0
21664,0
25564,0
18135,0
41373,0
30981,1
14053,0
6338,1
41650,0
8641,1
26947,1
44151,1
50187,1
45836,0
42718,1
39928,0
1733,1
40600,0
19464,1
3535,0
49133,0
41140,0
35843,1
18880,1
41963,0
46290,1
42459,1
1615,1
18657,0
15728,1
25556,0
17863,1
43317,1
30627,1
34113,0
29338,1
17219,0
23336,1
17323,1
45203,1
39006,0
26981,1
9505,0
36389,0
42663,0
11514,1
41776,0
38424,1
21613,1
42400,1
26411,0
20450,0
29053,0
41672,0
50937,1
45199,1
5944,0
25020,0
27046,0
18534,1
45311,1
34688,0
14570,1
41884,0
24153,0
22149,1
676,1
9665,1
54469,1
53366,0
36097,0
14458,0
5869,1
31396,0
29954,1
31266,1
2338,0
54702,0
24386,0
22375,0
44261,0
37832,1
6761,1
53632,0
27254,0
17498,0
1725,1
37727,1
24343,1
18488,0
1921,0
19210,0
52071,0
20133,0
50483,1
12534,1
28423,1
11618,1
7638,0
52958,0
36870,0
38894,0
50597,1
17862,0
41435,0
23812,1
36220,1
48449,1
8276,1
20014,0
10308,1
36879,0
6929,0
3484,1
2869,1
26608,1
3900,1
54624,0
17508,1
21477,0
51081,0
37913,0
13695,1
22923,0
21279,0
28140,0
24479,0
10848,1
17857,1
30361,0
41334,0
49053,1
24918,1
21535,0
22749,0
33575,1
43753,1
40811,0
34676,1
22312,0
5565,1
16119,0
28368,1
36460,0
6556,0
49807,1
47606,0
35141,1
51996,1
40567,1
29023,1
18603,0
4928,1
18304,0
13365,1
45410,0
10724,0
13483,0
15818,0
7957,0
44737,0
9720,0
11663,1
35586,0
38831,1
38198,1
19535,1
23064,1
33412,0
11328,0
12034,0
33617,0
45224,0
3126,1
37686,0
6856,1
20749,1
49463,1
6044,0
38977,1
38848,1
44588,0
50386,1
2742,1
28901,0
42699,0
27351,0
48344,1
20355,0
7292,1
46881,0
21017,1
21109,0
53364,1
39592,1
41388,1
110,0
54526,1
6564,1
2253,1
6101,1
13973,1
19894,1
35896,0
30043,1
46975,1
16575,0
16224,1
37132,1
27481,0
17249,1
16349,1
14766,0
25558,0
23865,0
25994,0
53815,0
12546,1
12873,1
44931,1
18683,1
32096,1
11050,1
22454,1
3980,0
15202,1
46494,0
47489,0
44421,1
34440,0
31727,0
13385,0
43510,0
16573,0
4763,1
26406,1
46553,0
35908,0
5196,0
1278,1
37489,1
31068,1
51724,1
45985,1
27584,1
8955,1
37645,1
10781,0
13233,0
28685,1
42671,1
36777,1
7944,1
37488,1
49853,1
29473,0
31164,0
15041,1
3718,1
30485,0
5305,0
53972,0
12363,1
43080,0
27731,0
26763,1
19355,1
9268,1
36378,0
26481,0
37291,0
44520,1
37410,0
18436,1
39749,1
39086,1
18979,1
2534,0
5334,1
39831,1
35694,0
719,1
4031,0
37715,0
3851,0
48504,1
20463,1
37915,0
51760,0
9042,1
50319,1
7642,1
20959,1
50394,1
18613,1
54643,1
49370,1
47994,1
25786,1
30386,1
37970,1
38545,1
25841,0
3671,1
13524,1
48837,1
48649,1
20475,0
32646,0
33624,0
48961,1
19423,1
352,0
7049,0
24422,1
28354,1
13313,1
51136,0
32381,1
34575,1
41662,0
48952,0
21762,0
44508,1
36584,1
8689,1
8518,0
51802,0
16971,1
32167,0
8860,1
32580,1
29570,0
50539,1
19555,1
37416,0
10385,1
24462,0
51310,0
31335,0
5262,0
25671,0
41726,0
18596,0
13190,1
47120,0
3984,0
50870,1
15070,1
15276,1
1457,1
42793,0
12912,0
43590,0
45135,1
13221,1
2423,0
1026,1
41096,1
18621,1
33573,0
13759,1
42482,0
26196,1
25555,1
26575,1
4812,1
28025,0
38456,1
53456,1
41563,0
47188,0
41641,1
53153,0
43666,0
47046,1
3496,1
47492,0
37948,0
15723,0
13858,1
8934,1
18828,1
6714,0
41998,0
31336,0
25949,1
19074,0
17956,1
26708,0
24404,0
54473,1
21349,1
50668,1
11345,1
3725,1
15493,0
33626,0
51073,1
44625,1
22476,0
15775,1
48704,1
1569,1
54234,1
30396,0
32035,1
5927,0
23571,1
19866,1
30168,0
8495,1
46946,1
7581,1
51866,0
24640,0
35632,0
41124,1
18567,0
35829,1
52668,1
37297,0
5019,0
41243,0
36616,0
36671,1
51315,0
34069,1
36691,1
15152,0
7500,1
30187,0
50206,1
2199,0
27397,0
35023,0
31602,0
12966,1
7645,1
47304,1
19634,1
22959,0
5217,0
27922,0
35981,1
25833,0
36133,1
6376,0
50773,1
44498,0
43509,0
6265,1
23686,1
13637,0
52376,0
31786,1
2353,0
45700,1
22288,1
4563,0
27329,0
39628,0
25566,1
21975,0
21569,0
5477,1
30064,0
35381,1
46455,1
13856,1
51360,0
46804,0
40636,0
45084,0
34879,1
34495,0
20722,0
15871,0
31998,0
21516,0
48101,1
20247,0
46435,0
19384,1
36393,0
27198,0
11191,1
1068,0
14272,1
30021,0
27056,0
2076,0
21059,0
13038,1
16714,1
48272,0
44203,0
5828,0
12891,1
12989,1
29203,1
9576,1
28275,1
23935,1
9955,1
14477,0
43972,1
29297,1
14669,0
42636,0
15907,0
42079,0
900,0
47389,0
26914,0
24267,1
46993,0
16720,0
42639,1
7545,1
12505,0
35502,0
25486,1
13478,1
39699,1
41743,1
4117,1
37101,1
18865,1
21228,1
48968,0
47904,0
37277,0
15864,1
27105,0
8716,0
26567,0
49755,1
2105,1
661,1
37011,0
12440,1
50592,1
29700,0
36813,1
52058,0
49692,1
51297,0
7839,0
47116,0
51007,0
3810,1
51077,0
1946,1
9761,0
41538,0
9088,1
8405,0
38465,0
4898,0
11925,0
16844,1
925,0
44066,1
31828,0
44925,1
1966,0
365,1
38846,1
5494,1
10391,1
38146,1
5919,0
17343,1
50803,0
13786,1
29319,1
54560,1
7986,0
48960,0
45658,0
24600,1
32690,1
14544,0
24584,0
38144,0
25477,0
16601,0
52414,1
33882,0
28696,0
21002,0
39876,0
2547,0
16096,0
30002,0
16206,1
38837,1
29881,0
15665,1
1038,0
27515,0
31812,0
31556,1
18269,0
1581,1
24134,0
42029,0
51711,1
10086,1
2124,0
11995,1
52731,1
42113,0
20964,1
52807,1
40752,0
4277,1
24569,1
20524,0
49803,1
34694,1
14612,1
28988,1
11437,1
8593,0
14057,1
41181,0
17030,1
19270,0
19820,0
23496,1
6852,0
2668,1
3933,1
10344,1
1996,1
9276,1
31532,0
32475,0
37247,1
2652,0
48330,1
16639,1
52797,0
13330,0
6822,0
23074,1
26594,0
51502,1
31729,0
28733,0
9163,1
20383,0
7684,1
26147,0
11230,0
37663,0
39231,0
40863,0
54593,1
44187,0
48450,1
31377,0
14368,0
54448,0
6627,1
53825,0
16741,0
1525,0
35608,1
15765,1
54465,0
29632,0
8748,0
40434,0
29070,1
39162,1
4447,0
38499,0
23849,0
24035,1
48708,1
3585,1
48139,1
46375,1
27707,1
13809,0
16291,1
2577,0
45434,0
31986,1
6120,1
15024,0
5012,0
49422,1
38559,1
13161,1
5274,1
46589,0
37502,0
15678,1
43671,1
47664,0
51637,1
46203,1
30706,1
29651,1
51513,0
252,0
52475,1
66,1
20533,0
29569,1
19300,1
47077,1
21130,0
44871,1
10732,0
44890,1
1503,1
23322,1
52881,0
6316,0
10469,0
38636,0
16469,1
420,1
11136,1
21884,0
17697,0
38002,1
47351,1
32776,1
7951,1
11656,1
46401,1
22812,0
54313,1
23894,1
18841,0
40187,0
2217,1
40449,0
54100,0
49350,1
1788,1
51068,0
27898,1
41379,0
23564,1
27335,0
36194,1
48589,1
42032,0
13234,1
45540,1
14746,1
12706,0
14419,0
26288,1
19131,0
17899,0
6449,0
36309,0
2081,1
10380,0
2613,1
47045,0
52244,1
23359,0
44892,1
53847,0
5848,1
29614,0
47320,0
52536,0
40601,0
20296,0
19254,1
53978,1
21074,0
21734,0
35984,0
9863,1
2893,0
24136,0
17129,1
5799,0
53142,0
34773,1
7717,0
21725,1
15724,1
39320,1
19917,0
45077,0
9703,1
7672,1
52021,1
50223,1
22885,0
36934,1
50722,1
9382,1
31337,1
19294,1
15371,0
19760,1
43890,0
21038,0
5839,1
35597,1
48324,1
31130,1
33889,0
537,1
11892,1
43521,1
38490,0
1987,0
18264,1
13723,0
7143,1
42251,0
47483,0
21187,0
27622,1
14440,1
47001,0
33871,1
18867,1
33540,0
37874,0
41769,1
51039,0
403,1
38634,1
6413,0
3232,1
27289,0
48946,0
45571,0
40111,1
19474,0
695,0
36145,0
8289,0
16849,0
35934,0
41810,0
32088,1
5996,1
14337,1
53164,1
50571,0
52124,1
44243,1
52092,0
12911,0
48545,0
28159,1
36835,1
28470,0
2106,0
24022,1
23349,1
6935,0
54501,1
22289,0
23067,1
26848,0
49112,1
51719,1
2285,1
48736,0
39048,0
8800,1
30305,1
28281,0
4271,0
48103,1
18248,0
27284,0
2008,1
28469,1
1028,0
31375,0
11117,1
25201,1
30824,0
2426,1
24434,0
49525,1
28541,1
37719,1
53069,1
14827,1
19062,0
35659,0
24007,1
15430,0
39514,1
19283,0
7019,1
43026,1
21981,0
40139,1
34048,1
9675,1
42945,0
8587,1
31151,1
33901,1
42084,0
13279,1
50658,0
8195,0
9774,1
9343,1
35623,0
44059,0
2735,0
31297,0
21451,1
12162,0
50122,0
30861,1
45570,1
54588,0
27396,0
44175,0
46182,0
52131,0
8650,1
9884,1
19185,0
52218,0
46873,0
31804,1
10657,1
38074,0
6560,1
32472,0
45051,0
36160,0
9790,1
29805,0
41840,1
20318,1
3160,1
38375,1
45148,0
15890,1
38633,1
49228,1
21548,0
3854,1
16636,0
45267,0
47954,0
4899,0
33342,1
42883,0
2956,0
16231,0
29722,1
39474,1
30251,0
41561,1
1772,0
45970,0
48337,1
35589,0
52933,1
36858,0
51836,0
6922,1
1579,1
2512,1
29127,1
26429,1
8296,0
21895,1
28007,0
40981,0
5763,1
4213,1
10476,1
21817,1
5922,1
41666,1
8885,1
26737,1
1726,1
11429,0
18607,1
29399,0
45884,1
4026,1
44152,0
1896,1
53470,0
15722,1
36480,1
6361,1
16403,0
51867,0
10258,1
27964,0
29212,0
17640,0
3929,1
47346,0
39051,1
32851,0
44286,0
50458,1
48287,1
52117,0
22213,0
52042,1
37917,1
2895,0
19815,1
45660,1
4360,1
43379,1
35605,0
646,1
13134,1
39238,1
45336,1
8567,0
27528,0
23964,1
5364,0
52193,0
38483,1
43555,1
52870,1
54232,0
39290,0
19921,0
51277,1
48730,1
50028,0
35958,0
24099,0
18455,1
51267,1
40333,1
21287,0
10564,1
30016,1
49414,1
4267,0
12587,1
26815,0
7155,1
23586,1
13597,0
19155,0
11965,0
30658,1
43017,0
17589,0
44079,1
35653,1
28008,0
45009,0
7344,1
40852,1
28345,1
30130,1
43307,1
12038,1
42574,1
13102,0
4097,1
46728,1
53218,1
26090,1
43751,0
8213,1
16189,0
44866,0
21251,1
32229,0
15064,1
18523,1
6960,0
50782,1
17438,1
40225,1
44780,0
49982,1
49580,0
4150,0
22032,0
13675,1
25850,0
38452,1
28553,1
47798,0
43066,1
16236,0
31116,0
40581,0
25633,1
51925,0
14279,0
26099,0
26208,1
17815,1
737,0
10333,1
39206,0
43187,1
5312,1
38675,0
29395,0
14947,0
38406,1
29192,1
5121,0
6184,1
6920,1
38622,1
28774,1
12500,1
309,0
23043,1
49354,1
15964,0
14836,0
40950,0
28891,0
16589,1
24593,1
47682,0
30798,0
6464,1
21190,1
17747,0
6628,0
5688,1
36890,1
13488,1
11138,1
47700,1
19128,0
21901,1
20295,0
45367,1
36785,1
17188,1
9592,1
15897,0
11918,1
32043,0
32204,0
3117,1
24870,1
22474,1
47926,1
21839,0
29483,1
7051,0
38505,1
19347,1
2209,1
35346,1
10901,0
54552,1
7784,0
51737,0
27231,1
11938,0
6359,1
29653,1
37424,0
1497,0
44322,0
1412,1
41545,0
19675,0
6649,0
45627,1
9811,1
11281,1
30808,1
22581,1
28886,1
46657,1
28943,0
26853,1
37725,0
26543,1
20766,1
31754,0
10531,1
15171,1
52543,0
27739,1
47565,1
14567,0
10299,0
47608,0
17969,1
21642,0
16417,0
7780,0
31559,1
46138,1
35567,0
48973,0
43024,1
2708,1
9376,0
3056,1
18307,1
7133,0
36080,0
47450,1
51848,1
29659,0
35876,0
12967,1
45436,0
5710,1
4619,0
46782,0
43727,0
39715,0
47786,0
22634,1
6131,1
21748,0
54690,0
45482,1
35121,0
47524,0
33858,1
23020,0
29871,0
13453,0
4572,0
9688,1
12634,1
32099,0
43611,0
46469,0
34330,0
44587,1
5513,0
1314,0
35046,1
24190,1
44702,1
39581,0
17996,1
29726,1
29568,0
4866,0
45201,0
14565,0
9301,0
44086,1
1485,1
24321,0
22588,0
27123,0
39337,1
20557,0
33950,1
26991,0
1194,1
48192,0
39124,1
17635,0
24960,0
24548,0
26496,1
24643,1
17107,0
35104,1
33116,1
5924,1
1452,0
39826,0
18619,1
25720,0
42727,1
30896,1
23325,1
16750,0
16463,0
31936,0
54087,1
20597,0
54309,1
23467,1
4524,1
45047,0
49961,1
43674,0
16306,1
25108,0
52850,1
19992,1
5046,1
8031,1
12672,0
33649,1
42362,0
13752,0
46403,0
1675,0
32437,0
42295,1
35348,1
33517,1
10499,1
24772,0
23124,0
23427,0
44343,0
16352,0
33586,0
28784,1
9316,1
9864,1
28640,1
32846,1
32510,0
935,0
51491,1
48769,0
42619,1
53293,1
31489,0
20775,1
8790,1
12725,1
2312,0
20732,1
46374,1
42258,1
28373,0
46075,0
29768,0
39075,1
52763,0
34352,1
30282,0
51186,0
40200,1
15962,0
28377,1
48496,1
44539,1
45020,0
19256,1
54022,0
29616,0
50827,1
53352,1
45989,0
7251,0
8578,0
21214,0
34550,0
45587,1
11521,1
287,1
18199,1
3312,1
9351,0
42542,1
5087,1
7928,1
13094,1
49374,1
53559,1
52698,0
23196,0
45637,0
34419,1
43873,0
14236,1
23901,0
146,0
10317,1
50490,1
16832,0
21737,0
21787,1
43672,1
7346,0
51471,0
7969,1
53774,1
8537,1
41753,0
35510,0
42725,1
37058,1
12226,0
1145,0
31390,0
50565,1
11510,1
9805,1
31709,0
3488,1
42220,0
23294,0
50103,1
53194,1
18860,0
5080,0
14177,1
16787,1
22416,0
13742,0
5780,0
50716,1
25625,0
17256,1
48653,0
9071,1
20382,1
19028,0
2883,1
4656,1
26314,1
48391,0
44948,1
21338,0
44116,1
29038,1
8978,1
39959,1
19070,1
14642,1
10066,1
23485,1
51452,0
42729,0
35907,1
52898,0
8644,1
15562,1
36529,0
22618,0
53129,1
32192,0
28767,1
3328,0
32801,1
32760,0
14009,0
6996,0
35079,0
41230,0
16103,0
48025,0
30931,0
15587,1
32877,1
9129,1
38478,1
15502,0
47743,0
36464,1
46571,0
17718,0
29290,1
22459,1
53047,0
23231,0
28399,1
242,0
12826,1
12044,0
10965,0
17652,0
42688,1
23389,0
20033,1
18954,1
42402,0
35863,1
37508,0
51195,1
16825,0
29858,0
42577,0
5320,0
41458,0
25008,0
5524,1
32574,0
25664,1
27697,0
27910,1
51324,0
8119,1
40180,0
44437,1
11723,1
52455,0
22386,0
14999,1
49107,0
31406,1
33098,1
19516,1
50619,0
5634,0
26189,0
5296,0
11422,1
46356,0
6409,1
11683,0
28648,1
35221,0
41064,0
28405,0
37735,1
50084,1
20278,0
17066,0
16824,0
24379,1
51372,0
10852,0
28811,1
4739,1
20288,0
53650,1
7473,0
42707,0
25074,1
33250,0
20392,0
36542,1
27002,0
54390,1
43827,1
5568,1
39150,0
39560,0
37742,0
39773,1
46581,0
48157,1
17663,0
31224,1
3997,0
27359,0
32456,0
45936,1
54058,0
41261,1
28238,0
52338,0
10003,1
15814,1
24214,0
11354,1
30657,0
51130,1
47758,0
51094,0
46132,1
40561,0
22897,0
51438,0
23330,1
14832,1
7852,1
52406,1
26080,1
20158,0
53278,0
36434,1
33815,1
52407,1
18295,1
46705,1
26337,0
41072,0
23173,0
18793,1
6575,1
41740,1
31683,0
25894,1
53746,0
37092,0
35124,0
31097,0
51387,0
28070,0
35255,0
24185,1
49906,1
24647,1
43378,1
8584,1
34839,1
25132,1
37955,0
7589,0
29873,1
9409,1
47159,1
28023,0
43983,0
25658,0
20253,1
28329,0
42506,0
31334,0
47543,1
3086,1
39371,1
18983,1
48997,1
51849,1
1260,0
33977,0
19232,0
39389,0
49227,1
54553,0
41657,0
52261,0
17274,1
44149,1
31043,0
15553,1
20361,0
12483,1
47988,1
36713,1
28259,1
17548,0
52059,0
49571,1
27026,1
40052,0
7340,1
46370,0
36919,0
731,0
27664,0
17841,1
26671,0
53095,0
8580,0
46616,0
5616,0
53062,1
3616,0
17257,1
27166,0
52208,1
35888,1
54160,1
4786,1
11259,1
10813,1
27223,0
50759,1
20654,1
42969,1
23539,0
20739,1
32725,0
34780,0
9988,1
39529,1
5633,0
43273,0
35476,1
40307,1
22803,0
